state,year,population_growth_percent,vehicles_registered_million,gdp_per_capita_inr,electricity_consumption_kwh_per_capita,forest_cover_percent,economic_growth_percent,industrial_output_index,public_transport_usage_percent,co2_emissions
Maharashtra,2021,15.4518624565524,42.89499821329833,252575.90829926403,1764.5515952042242,19.79708230938222,6.8,179.95733309639053,33.334275447278245,2193.486826847548
Maharashtra,2022,15.279974558702852,47.47060979084822,267286.5825397588,1975.124879452111,20.540282129873244,6.8,182.57203325608535,32.7346881267655,2436.405793265448
Maharashtra,2023,16.797252531612486,48.320834752166334,321151.46321197686,2070.999811281752,19.987952614806698,6.8,184.46815463342884,31.887734861666164,2454.86042221282
Maharashtra,2024,15.576519325840836,48.22825470787197,321550.8281099851,1847.762947218232,19.570767469364586,6.8,226.32598299541434,29.342462506374414,2558.2794183138794
Manipur,2020,18.204303825271847,0.4072279121101683,79027.53714358053,658.5859520566979,77.03843132447324,6.8,41.30873131270811,17.365175486262697,383.8244071769151
Manipur,2021,17.623304943198143,0.4522987678957854,94214.5313203595,647.4856799917483,76.79568450275754,6.8,41.48438388450625,17.176534534088642,364.5886905866594
Manipur,2022,18.38051912615525,0.4402100358376256,106414.13194276119,732.6265201268219,77.25219306469661,6.8,43.86962813245504,17.23084201161607,341.549815501625
Manipur,2023,18.03845510329625,0.4992754122412338,108052.1182607975,792.3516228792204,76.80421280620928,6.8,42.462515776599524,15.914763710552737,454.4767482443125
Manipur,2024,19.521007580068183,0.42251616905144035,101398.40663695206,847.0382304264899,76.86614497003556,6.8,52.5167101779834,16.081101940652978,443.22065204825844
Meghalaya,2020,28.304908544671317,0.5205475626093806,148319.82104621647,752.7785542657416,75.43313778071634,6.9,45.29074765944426,20.00049521066626,354.9518972460566
Meghalaya,2021,27.45592482741114,0.527284985541252,172780.8929404518,835.4052754476911,75.86430810422527,6.9,47.05598381937544,18.962422603836178,387.01753950729943
Meghalaya,2022,28.926217902672157,0.5430086099027845,167553.5742968801,740.7693886117434,75.27283620201132,6.9,50.43822565591986,19.64742566250399,366.8903867432579
Meghalaya,2023,28.290882743495796,0.5814681142234228,189805.47877019335,749.7453006446536,75.52482915295428,6.9,51.83628742900865,19.02690245732394,371.5523756608512
Meghalaya,2024,27.63758430824569,0.5473555640499226,206185.34582709437,841.7871290818738,76.22812439684328,6.9,53.23293864506293,19.02826833252096,447.6040540822119
Mizoram,2020,22.250297142563213,0.2472541014020311,200267.23004843012,713.4422907128757,85.23574004759524,6.7,33.616669702970704,14.6567986641832,300.0734554506933
Mizoram,2021,24.645471286295372,0.2671871025010917,223403.1076733616,719.821354331208,85.1276372685355,6.7,37.25807240998751,13.638768690247838,306.9256629161881
Mizoram,2022,22.805213766618202,0.295992227304094,200336.14426635706,665.8627736623694,84.70990715706124,6.7,41.41829596692794,14.067284543858689,315.5332134512454
Mizoram,2023,22.677300626521554,0.2819067179821371,242035.10285316073,761.5004644304158,84.98568659315741,6.7,42.01871550589663,13.67640729790647,402.0054536455428
Mizoram,2024,24.01128521600482,0.2915924496574789,268755.6483539844,736.4694499681922,84.99891923827283,6.7,44.206704872490334,13.69585264079738,384.1665568902372
Nagaland,2020,0.6198762031696364,0.3412192517372706,150017.7345442812,744.1082117578815,74.65249059324223,6.6,34.10537256624543,14.76812090739852,257.6447290034428
Nagaland,2021,0.09213640925525912,0.3843205139127756,184481.203599929,755.1934629652711,75.45101949053014,6.6,34.59891922712938,15.166600328725286,210.48180371612114
Nagaland,2022,-0.3180454399738202,0.3922178417219966,168815.76211444935,727.9517352486712,75.2632086871727,6.6,37.61791051763539,14.640938533752392,380.86353419929986
Nagaland,2023,-0.302622829167357,0.39443663602199824,189552.47690044087,766.5488548206994,74.9337107478511,6.6,39.47993515853925,15.94181709418014,291.3916091899341
Nagaland,2024,-0.17329222060984611,0.436345083525238,207959.40104382034,767.448793779943,75.00806575169835,6.6,43.18513589978461,14.329044523335373,360.75230466179926
Odisha,2020,14.379464294893383,9.043684897206619,160809.54966799586,1196.2392541636095,33.06251484238427,7.4,109.8452122217111,17.831815520254775,983.8982807033339
Odisha,2021,14.140595711984687,9.90768475802679,149534.1303722496,1295.0277954069763,32.387479539472714,7.4,134.3443939934342,17.604242047553242,1093.8267938863803
Odisha,2022,14.052100551975938,9.574193908800098,183084.01104135523,1210.3345942465571,32.92584678524382,7.4,128.76659194138182,19.30228009591836,1144.1723939631777
Odisha,2023,13.96870343605024,10.247935548395143,185920.06151980718,1344.3195142057361,32.79540472560066,7.4,132.10258111280805,18.176899298860416,1245.7931599731262
Odisha,2024,13.623017705566662,10.725081790136361,189781.75226994616,1314.801994737132,32.699513997031524,7.4,133.2789133979307,18.92866008552177,1177.5148253346863
Punjab,2020,13.759662461566613,11.121891031120729,171881.6691838115,1632.605809257701,5.915669912134214,6.7,100.89828830473827,24.99449349640009,1200.0521357339658
Punjab,2021,13.053521592902307,12.786555774550683,181040.1322394859,1741.6294919859783,6.5393059580548565,6.7,119.10853574026217,27.360517858923497,1443.4806343760556
Punjab,2022,13.850830186602625,13.402688062547,185526.09337701905,1710.1754707123494,6.192252858380103,6.7,119.41215392321038,28.201001574091638,1488.583652930113
Punjab,2023,13.405704446424542,13.89505167914744,204793.24809414294,1806.2119587188506,5.828646303065161,6.7,115.75437182360524,27.111083385521823,1442.6672573683531
Punjab,2024,13.348205341392115,14.41498972392776,213559.2233744522,1798.7660966798965,6.171774834406848,6.7,120.35161716944901,28.438398506338228,1545.5621406469945
Rajasthan,2020,21.489947075576737,19.513860720847063,133754.89034592078,1208.0598823104015,5.419806630975801,7.0,98.32107650354935,23.379253859879555,1277.6652793621886
Rajasthan,2021,22.0960011431723,21.586238531651194,147021.3908145545,1134.9976802191984,5.277390104873831,7.0,112.67891193150484,25.691216928222694,1355.6701413074445
Rajasthan,2022,21.859158303001156,22.7557651078057,164346.973841152,1126.1613664713866,5.017889110976053,7.0,106.75612997182563,26.758677748343096,1334.4076155060397
Rajasthan,2023,20.61474969818841,23.334951965028193,152846.8105393399,1214.8598894254283,4.805918966688328,7.0,104.03224302591877,23.564593727472406,1327.96042811358
Rajasthan,2024,20.90518593171483,25.319785269905985,192929.08071403022,1231.106249475457,5.209466994084077,7.0,115.54843286459214,23.465396974319074,1518.003769824681
Sikkim,2020,12.870385593994108,0.20404050856814537,417809.1674410541,2076.7981920490115,82.11804561562653,7.0,49.31819107563082,21.4533844771177,1018.2719095401595
Sikkim,2021,11.908756303230845,0.22980495196271053,491650.20730342105,2229.4221286096963,82.26855796600832,7.0,44.98809472835191,21.579572145730715,1088.3691046216447
Sikkim,2022,12.287683425001488,0.22242472038647101,545681.7151586522,2312.2721926068643,82.19055154050459,7.0,53.93318668093583,19.477139972846732,1111.3396497193003
Sikkim,2023,12.675026049512276,0.2345064677106044,575163.7668424858,2233.8589426098742,82.3148658145958,7.0,55.59377515152837,19.579813182904143,1101.6070819249674
Sikkim,2024,11.915827772568182,0.24219635524099248,588002.7807648744,2295.51920820555,81.83942943653183,7.0,60.52908543850866,19.718215391139495,1126.2717929487121
Tamil Nadu,2020,15.65268775307298,28.025904616286486,270444.1343222181,1676.6206057421102,20.395218219690296,7.8,185.71612680703544,33.579989080138304,1906.5390361823395
Tamil Nadu,2021,14.932987252540897,32.50684866770641,287342.4501946668,1549.4668020273996,20.05927988140772,7.8,186.7588348612022,34.34642649632844,2030.613743195736
Tamil Nadu,2022,15.299316178024393,34.280425900012986,308224.98277154996,1666.895373179652,20.62257826178758,7.8,181.3999449345151,34.192546619846276,1953.415825723488
Tamil Nadu,2023,15.759890967071268,40.306216508221965,356898.41592916945,1984.5936354995574,19.79324365457313,7.8,180.64700514160828,34.617964382812566,2220.0976061360598
Tamil Nadu,2024,14.803503133234164,37.31827901983141,375646.8203460097,2070.7361575654563,20.520789140949574,7.8,224.46492464723,35.93756720270379,2487.6453712138277
Telangana,2020,13.8202373689802,15.22616050675021,297329.1922329859,1481.3222970332715,24.059373235038795,8.1,150.44413825510867,31.36303283543161,1437.931843089295
Telangana,2021,13.59018110053666,15.722664481357121,347923.99896628753,1589.5390253960582,23.804574598915664,8.1,156.108648476921,33.403275763861814,1496.4859616251074
Telangana,2022,13.876244977208573,15.57114934764335,365446.9008253924,1616.1153966716427,23.854834249783703,8.1,162.04429729336366,29.452551236854873,1609.8991430390156
Telangana,2023,13.71195706703233,18.356595195489714,404883.0630007122,1891.4187141885652,23.903895807541705,8.1,170.4007381225228,32.52569971763871,1745.9549067697185
Telangana,2024,14.282070214986922,18.918078225609175,433825.3352648699,1782.7700719705945,24.127249783920576,8.1,174.21217452289238,30.66831729145046,1835.4291101756637
Tripura,2020,14.862612251323954,0.8316412778817219,153368.03991262344,844.5635023620674,74.15685064641065,6.8,43.70926048451947,21.945589919382325,455.62495046636866
Tripura,2021,14.585297229437375,0.8018057268986211,166093.81319255708,833.6712172127163,73.82788999881842,6.8,45.52035007749748,22.742301441383262,397.381422971901
Tripura,2022,14.861148751516142,0.943863229112282,189318.88816840094,829.3331467006465,73.99269362232171,6.8,48.592291641602344,20.76500577628147,539.2007362760075
Tripura,2023,15.071649014518195,0.8611872865374035,200858.18732677828,938.2669838582871,74.64268110758356,6.8,49.24350233604762,22.420650720802456,454.5166363027005
Tripura,2024,14.824430035162854,1.0009381386148426,207946.1498459988,920.5031128411291,74.51826295103021,6.8,50.76729553314425,22.183097429034362,520.6404484906991
Uttar Pradesh,2020,20.22029584560194,36.614251782586464,96563.17143988215,696.6654858900872,9.13089710090221,7.5,110.58536625230543,22.541696390408966,1409.0767121722095
Uttar Pradesh,2021,19.849004156096623,32.93389581671108,109792.75086226828,747.5261223461324,9.01140104345046,7.5,112.94153031635271,22.3180855082986,1418.3298308393848
Uttar Pradesh,2022,19.868549541224525,35.35233364263636,107658.55350612765,752.6469646112059,9.036009398015478,7.5,127.92295349048071,24.700830153901986,1527.1425566700839
Uttar Pradesh,2023,19.498697364100153,38.39196720399081,122522.85536135147,888.6796956550479,9.184055391819125,7.5,107.33414723598491,21.298486017323555,1517.4137302849451
Uttar Pradesh,2024,21.07478837159347,39.10194287290322,126908.93167062441,881.3426067634826,8.693162230440478,7.5,135.7074390871108,21.415903349498002,1574.775260122948
Uttarakhand,2020,18.578068382304355,3.2286338995634267,207714.34736611418,1299.48177831442,44.922787038772995,7.2,100.91890466436374,17.43917352621771,950.2233142109795
Uttarakhand,2021,18.853547401102045,3.6875984466206075,237487.83224596782,1438.0822600986874,44.49942477783672,7.2,88.55745225190374,17.50007059275577,935.5808376941882
Uttarakhand,2022,18.8407963672154,3.6537917772329704,251288.47024675232,1384.5052024429183,45.11976693678158,7.2,100.9914082166528,17.426351585424136,1078.732489918845
Uttarakhand,2023,19.64746218847222,4.14762992656496,269227.22421084496,1359.370447404786,45.19415878191082,7.2,104.87743282313443,19.070114877996794,993.7085696934107
Uttarakhand,2024,19.052525160853985,4.058697841955286,295433.49975528097,1574.590274899858,44.85504406131019,7.2,103.31526257926268,19.27845382319087,1070.438716338597
West Bengal,2020,14.423871036336868,18.31744424426491,142149.1272755926,1026.945502184233,22.47219602898701,6.9,115.33309987445475,34.001193985938414,1190.1105588360501
West Bengal,2021,13.463254687878067,17.15094643658991,156973.95485683164,976.5818230521875,21.632270301099297,6.9,117.87000672429322,33.5433777470676,1074.2990053520882
West Bengal,2022,13.939497081111902,18.44068810162576,159754.6806818764,1050.803484821055,21.560687535937053,6.9,141.16353426964199,35.82497722367621,1226.004030254562
West Bengal,2023,13.382326473370123,20.480110688443933,176280.47224191605,1044.8864146416818,22.067335545567992,6.9,141.29874564017663,34.0336096725083,1371.8276823163346
West Bengal,2024,14.872574563886694,19.391901470901672,184231.50926109462,1047.6911460167005,22.314129490783646,6.9,149.30826487434322,36.10763068107214,1282.1354241192762
Andaman and Nicobar Islands,2020,6.306200790485244,0.15170594950953098,306479.1884661389,2301.8795302284807,81.50517830743736,6.5,31.082508096064856,30.304384531276945,1031.8655026436538
Andaman and Nicobar Islands,2021,7.054910355113514,0.1677937491899741,334491.0940393773,2482.3369053652655,80.86233472113932,6.5,29.438679236901127,27.72638382750415,1197.9483335612213
Andaman and Nicobar Islands,2022,7.216888440466049,0.15208312300422186,331785.9180947826,2170.76856270288,81.32360425002939,6.5,31.597018319987704,32.32125780199509,1079.8549980045784
Andaman and Nicobar Islands,2023,7.10689954872575,0.17524677577862596,406968.9866065401,2471.6682853611296,80.98844745914978,6.5,34.571639739661634,32.693816509643284,1217.0247680300758
Andaman and Nicobar Islands,2024,6.807356170561146,0.18469510620507318,372635.57242161554,2395.565948192159,80.94821181001775,6.5,32.95118178203058,29.08081696427342,1188.236382236528
Chandigarh,2020,17.135089650133285,0.935182029229979,328751.6992762147,2439.1093270294127,20.265097981246,6.9,98.38674254331885,44.12767149014403,1455.0485813382975
Chandigarh,2021,17.221905735989555,0.8865540789110106,395815.3591660025,2498.7292822542454,20.195696863524027,6.9,97.61279253309881,45.64319712913103,1448.452173240499
Chandigarh,2022,17.126498999185756,0.9267388462833563,415798.2719067761,2537.674024055835,19.527082352904724,6.9,100.82632061913318,45.75252777747081,1625.8632687029492
Chandigarh,2023,17.681939558397453,1.0690520672203767,440906.587301353,2738.4451116174087,20.44296210491777,6.9,110.66081304994795,46.48172461351387,1665.5661201510134
Chandigarh,2024,18.305261500795673,1.1102000276911117,471425.71282558783,2696.8668154136067,20.414027406244234,6.9,113.60525807972049,49.52296021222429,1658.0834768645461
Dadra and Nagar Haveli and Daman and Diu,2020,55.621254107496085,0.3543836248810528,311808.95034358813,2331.102534964681,39.812331189547145,7.5,127.65371992217598,21.805358049756546,1542.385144459848
Dadra and Nagar Haveli and Daman and Diu,2021,55.21509851021046,0.3738659858495069,320353.0441901826,2363.04929593575,40.118741060031226,7.5,143.03706947074232,21.121873031007702,1565.6871944470627
Dadra and Nagar Haveli and Daman and Diu,2022,55.85585897582437,0.372754773028045,361921.585623977,2410.9175019641343,40.14820905588482,7.5,133.0076923816417,20.48274884918402,1554.4348940798636
Dadra and Nagar Haveli and Daman and Diu,2023,57.18985466882716,0.40987384700808016,374473.3453019341,2399.2243784608513,40.07820212974717,7.5,150.73580463870343,21.195976956063888,1688.1107930722574
Dadra and Nagar Haveli and Daman and Diu,2024,55.49816271601513,0.43166123740245643,436981.35194834456,2514.016723400341,39.834908453846374,7.5,156.59160259327706,21.96356032983882,1623.570665801351
Delhi,2020,22.019558402722033,11.571389149184178,386139.7339297834,2283.0930348408333,10.798512989618585,7.4,137.83317492480208,52.306938872442686,1811.2688056033314
Delhi,2021,22.03885040703822,13.775437942021197,400541.9414070422,2322.7539173578425,10.992333778702566,7.4,147.9742484019226,46.75773288231319,1861.6744514125621
Delhi,2022,20.923205879146003,13.54344047718315,441491.83786856715,2219.900280487254,11.35181870577781,7.4,141.9515688904716,48.53709108393336,1797.399632990312
Delhi,2023,21.484491539592636,13.064050373430472,491855.8339691905,2415.9391401326243,11.16308004637833,7.4,164.7567931025321,47.9605850494254,2017.618218070388
Delhi,2024,22.014198311564268,15.064902008852691,502978.9110429693,2569.145592978306,10.888815700374169,7.4,162.2660329704392,50.852143856275404,2076.283091991257
Jammu and Kashmir,2020,23.41043612950626,2.3781647912215846,110272.23272549303,824.8767623495382,48.231509613194504,6.8,68.17046942818335,25.905972289754665,594.9648700098435
Jammu and Kashmir,2021,23.49820981994882,2.728304854241197,124316.48316577185,952.18474491681,47.14543721381098,6.8,76.61839358204627,22.38950091114163,719.848142727236
Jammu and Kashmir,2022,23.30915954302568,2.915918953231958,132778.39481367485,923.1760104360458,48.34462971011163,6.8,73.04563652508133,22.437144641104044,624.1063979605385
Jammu and Kashmir,2023,23.092621634653568,2.775307203902263,136540.51971631538,1011.5121857101109,47.47808586636657,6.8,73.19533407314556,24.20078500862943,643.931584052854
Jammu and Kashmir,2024,23.275361227467,3.1851393382746607,146093.8751824282,974.3004582749203,47.89126771757906,6.8,75.51647332812568,23.784175213070256,629.3794407511205
Ladakh,2020,12.388029866618872,0.05103195231734125,222552.549310934,1364.633842450161,44.66409903161216,6.6,20.60600995134564,19.66203659316243,557.5095625934398
Ladakh,2021,13.017041734129613,0.05465790791998554,217539.76301160236,1419.2723466735256,44.61159555728373,6.6,19.468353473403866,18.525535366793367,782.7215572978226
Ladakh,2022,12.615013384470679,0.06035303565843994,232405.1410472501,1595.1759989934797,45.348248036213555,6.6,23.52998538723429,17.676637118291644,723.5281020131002
Ladakh,2023,13.116892955895374,0.057171081455530445,256925.00420418064,1660.375934260396,44.85968963960643,6.6,20.155392558530288,18.531589347623076,791.0155059763981
Ladakh,2024,12.222052176898186,0.058484884953431106,281055.2119021506,1611.9269903561644,45.103951164519216,6.6,25.381785204110624,18.99783322252462,779.2299811659982
Lakshadweep,2020,6.365440116107228,0.019110485570374477,294508.15970117104,1857.473321289964,89.98592382633625,6.4,20.21101746720262,26.025602726496704,825.1504099957799
Lakshadweep,2021,6.616764480804463,0.02014339920078629,331321.7957150977,1699.9770902276675,90.14311224816694,6.4,20.699418363654793,25.634092538884122,772.9903043194449
Lakshadweep,2022,5.203132178714273,0.02196499536537095,342386.65891743347,1903.3106347453554,90.02304656731808,6.4,21.04261551570744,26.333343361986444,878.2000451104585
